eventTime,sourceIPAddress,userIdentity_arn,eventName,key_arn,errorCode,time_of_day,api_call_frequency
2025-09-07 09:00:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-05324,,9,5
2025-09-07 09:00:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00760,,9,6
2025-09-07 09:00:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-04992,,9,7
2025-09-07 09:01:00+00:00,203.121.95.98,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-09679,AccessDeniedException,9,5
2025-09-07 09:06:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06675,,9,8
2025-09-07 09:21:00+00:00,153.214.43.17,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06673,AccessDeniedException,9,5
2025-09-07 09:24:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-03154,AccessDeniedException,9,1
2025-09-07 09:24:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-07529,,9,6
2025-09-07 09:26:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04203,AccessDeniedException,9,2
2025-09-07 09:39:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05406,AccessDeniedException,9,4
2025-09-07 09:40:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01489,AccessDeniedException,9,3
2025-09-07 09:46:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04968,AccessDeniedException,9,4
2025-09-07 09:46:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-00589,,9,7
2025-09-07 09:47:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-03183,,9,8
2025-09-07 09:49:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03767,,9,8
2025-09-07 09:53:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00040,AccessDeniedException,9,5
2025-09-07 09:57:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-08521,,9,9
2025-09-07 10:00:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-05366,,10,7
2025-09-07 10:02:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00214,,10,6
2025-09-07 10:03:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-08050,,10,8
2025-09-07 10:09:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-04412,,10,8
2025-09-07 10:10:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-03374,AccessDeniedException,10,7
2025-09-07 10:10:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-05912,,10,9
2025-09-07 10:14:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-00110,,10,10
2025-09-07 10:19:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-07091,AccessDeniedException,10,8
2025-09-07 10:21:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02229,AccessDeniedException,10,9
2025-09-07 10:23:00+00:00,205.24.99.54,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08814,AccessDeniedException,10,2
2025-09-07 10:33:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06355,,10,10
2025-09-07 10:34:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02648,AccessDeniedException,10,8
2025-09-07 10:47:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01059,AccessDeniedException,10,7
2025-09-07 10:52:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-03005,,10,8
2025-09-07 10:52:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-09611,,10,8
2025-09-07 10:58:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03123,,10,2
2025-09-07 10:59:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01189,AccessDeniedException,10,8
2025-09-07 11:03:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-02571,,11,6
2025-09-07 11:04:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-08660,AccessDeniedException,11,8
2025-09-07 11:06:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06495,,11,7
2025-09-07 11:17:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-04223,,11,5
2025-09-07 11:37:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02299,AccessDeniedException,11,2
2025-09-07 11:38:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02500,AccessDeniedException,11,5
2025-09-07 11:40:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-09046,AccessDeniedException,11,6
2025-09-07 11:59:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06535,AccessDeniedException,11,4
2025-09-07 12:08:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05834,AccessDeniedException,12,2
2025-09-07 12:10:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00874,AccessDeniedException,12,4
2025-09-07 12:12:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-09446,AccessDeniedException,12,5
2025-09-07 12:16:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05745,AccessDeniedException,12,6
2025-09-07 12:23:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00926,,12,1
2025-09-07 12:24:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-03231,,12,2
2025-09-07 12:25:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04921,AccessDeniedException,12,7
2025-09-07 12:28:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00788,AccessDeniedException,12,8
2025-09-07 12:30:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05351,AccessDeniedException,12,9
2025-09-07 12:31:00+00:00,153.214.43.17,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-07444,AccessDeniedException,12,3
2025-09-07 12:34:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04916,AccessDeniedException,12,10
2025-09-07 12:36:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04289,AccessDeniedException,12,11
2025-09-07 12:37:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08880,AccessDeniedException,12,3
2025-09-07 12:37:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06897,AccessDeniedException,12,12
2025-09-07 12:38:00+00:00,203.121.95.98,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-09977,AccessDeniedException,12,4
2025-09-07 12:39:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-01843,,12,3
2025-09-07 12:41:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-09473,AccessDeniedException,12,11
2025-09-07 12:51:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00240,,12,4
2025-09-07 12:52:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03842,,12,5
2025-09-07 12:54:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05566,AccessDeniedException,12,12
2025-09-07 12:56:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03593,AccessDeniedException,12,5
2025-09-07 13:11:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-07352,,13,6
2025-09-07 13:11:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-07235,AccessDeniedException,13,11
2025-09-07 13:19:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06723,AccessDeniedException,13,5
2025-09-07 13:21:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-08898,AccessDeniedException,13,10
2025-09-07 13:22:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-04932,,13,7
2025-09-07 13:25:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00289,,13,6
2025-09-07 13:26:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-08902,,13,7
2025-09-07 13:28:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02186,AccessDeniedException,13,9
2025-09-07 13:32:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-09614,,13,8
2025-09-07 13:32:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-03990,,13,9
2025-09-07 13:34:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-06255,,13,10
2025-09-07 13:35:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-01966,,13,11
2025-09-07 13:37:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-03450,,13,12
2025-09-07 13:37:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02046,AccessDeniedException,13,6
2025-09-07 13:41:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-07402,,13,6
2025-09-07 13:41:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01473,AccessDeniedException,13,7
2025-09-07 13:49:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-04553,,13,12
2025-09-07 13:51:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05304,AccessDeniedException,13,3
2025-09-07 14:00:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04764,AccessDeniedException,14,7
2025-09-07 14:05:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04035,AccessDeniedException,14,8
2025-09-07 14:11:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06134,AccessDeniedException,14,8
2025-09-07 14:24:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-08842,,14,9
2025-09-07 14:24:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-00545,,14,10
2025-09-07 14:29:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-01591,,14,9
2025-09-07 14:32:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-09102,AccessDeniedException,14,7
2025-09-07 14:32:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-05414,,14,8
2025-09-07 14:38:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03879,AccessDeniedException,14,2
2025-09-07 14:40:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02300,AccessDeniedException,14,7
2025-09-07 14:43:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-07556,AccessDeniedException,14,6
2025-09-07 14:49:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01142,AccessDeniedException,14,7
2025-09-07 14:50:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00762,AccessDeniedException,14,8
2025-09-07 14:52:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03059,,14,5
2025-09-07 14:52:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-04382,,14,6
2025-09-07 14:58:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06686,AccessDeniedException,14,9
2025-09-07 14:59:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06082,AccessDeniedException,14,10
2025-09-07 15:00:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03752,,15,7
2025-09-07 15:02:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01327,AccessDeniedException,15,10
2025-09-07 15:10:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04056,AccessDeniedException,15,10
2025-09-07 15:15:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-06196,,15,8
2025-09-07 15:17:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06023,AccessDeniedException,15,10
2025-09-07 15:22:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-07429,,15,9
2025-09-07 15:23:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05549,AccessDeniedException,15,11
2025-09-07 15:24:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-02451,,15,8
2025-09-07 15:30:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02215,,15,2
2025-09-07 15:31:00+00:00,203.121.95.98,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00975,AccessDeniedException,15,3
2025-09-07 15:33:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-01098,AccessDeniedException,15,11
2025-09-07 15:37:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06741,AccessDeniedException,15,4
2025-09-07 15:37:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06199,AccessDeniedException,15,12
2025-09-07 15:41:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-03323,,15,7
2025-09-07 15:44:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-08800,,15,8
2025-09-07 15:47:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-09419,,15,11
2025-09-07 15:48:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-04375,AccessDeniedException,15,12
2025-09-07 15:51:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-01221,,15,9
2025-09-07 15:56:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05047,AccessDeniedException,15,11
2025-09-07 15:58:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-07930,,15,8
2025-09-07 15:58:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-01867,,15,9
2025-09-07 16:12:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-07786,AccessDeniedException,16,4
2025-09-07 16:22:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05342,AccessDeniedException,16,7
2025-09-07 16:27:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-01261,,16,6
2025-09-07 16:28:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-06588,,16,7
2025-09-07 16:39:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03099,,16,8
2025-09-07 16:44:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-06222,AccessDeniedException,16,5
2025-09-07 16:48:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-04646,,16,7
2025-09-07 16:49:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-00879,AccessDeniedException,16,4
2025-09-07 16:51:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00168,AccessDeniedException,16,2
2025-09-07 16:53:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-05674,AccessDeniedException,16,5
2025-09-07 16:59:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-08884,AccessDeniedException,16,5
2025-09-07 17:15:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-00230,,17,5
2025-09-07 17:20:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-05235,,17,6
2025-09-07 17:21:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-05808,,17,7
2025-09-07 17:38:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-01121,AccessDeniedException,17,2
2025-09-07 17:38:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-04930,,17,6
2025-09-07 17:42:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-04274,,17,6
2025-09-07 17:48:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-01162,,17,6
2025-09-07 17:54:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-04081,,17,7
2025-09-07 18:00:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-01756,,18,8
2025-09-07 18:19:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-00659,,18,8
2025-09-07 18:23:00+00:00,153.214.43.17,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03301,AccessDeniedException,18,2
2025-09-07 18:25:00+00:00,194.74.167.248,arn:aws:iam::12345:role/specific-role,Decrypt,key-02864,,18,7
2025-09-07 18:32:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-04865,,18,8
2025-09-07 18:34:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-03333,,18,9
2025-09-07 18:46:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-00130,,18,8
2025-09-07 18:49:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-04882,AccessDeniedException,18,2
2025-09-07 19:03:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00868,,19,6
2025-09-07 19:06:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06062,,19,7
2025-09-07 19:20:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-02826,,19,7
2025-09-07 19:23:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-09666,,19,8
2025-09-07 19:30:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-00271,,19,8
2025-09-07 19:44:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03903,AccessDeniedException,19,2
2025-09-07 20:28:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00378,AccessDeniedException,20,2
2025-09-07 20:38:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08125,AccessDeniedException,20,3
2025-09-07 20:45:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05575,AccessDeniedException,20,3
2025-09-07 21:09:00+00:00,203.121.95.98,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08883,AccessDeniedException,21,4
2025-09-07 21:32:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00874,AccessDeniedException,21,4
2025-09-07 21:37:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05302,,21,5
2025-09-07 21:46:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-01853,AccessDeniedException,21,4
2025-09-07 21:47:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02674,AccessDeniedException,21,5
2025-09-07 22:08:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03973,AccessDeniedException,22,6
2025-09-07 22:09:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-09037,AccessDeniedException,22,6
2025-09-07 22:22:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02163,AccessDeniedException,22,7
2025-09-07 22:40:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05060,AccessDeniedException,22,6
2025-09-07 23:23:00+00:00,153.214.43.17,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00265,AccessDeniedException,23,2
2025-09-07 23:23:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05399,AccessDeniedException,23,3
2025-09-07 23:42:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06912,AccessDeniedException,23,3
2025-09-08 00:23:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06712,,0,2
2025-09-08 00:31:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02532,AccessDeniedException,0,3
2025-09-08 00:52:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08643,AccessDeniedException,0,3
2025-09-08 01:01:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03670,AccessDeniedException,1,4
2025-09-08 01:30:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00059,AccessDeniedException,1,4
2025-09-08 01:31:00+00:00,205.24.99.54,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06858,,1,4
2025-09-08 01:45:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03420,AccessDeniedException,1,5
2025-09-08 01:57:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-01906,AccessDeniedException,1,5
2025-09-08 02:01:00+00:00,205.24.99.54,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-07804,AccessDeniedException,2,5
2025-09-08 02:04:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-01126,AccessDeniedException,2,6
2025-09-08 02:16:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-04824,AccessDeniedException,2,7
2025-09-08 02:40:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-04442,AccessDeniedException,2,6
2025-09-08 03:00:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06241,AccessDeniedException,3,5
2025-09-08 03:23:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-07221,AccessDeniedException,3,3
2025-09-08 03:52:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-04478,AccessDeniedException,3,3
2025-09-08 03:57:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-01256,AccessDeniedException,3,4
2025-09-08 04:50:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03704,AccessDeniedException,4,3
2025-09-08 04:56:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02820,AccessDeniedException,4,3
2025-09-08 05:18:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-05461,AccessDeniedException,5,3
2025-09-08 05:38:00+00:00,145.26.42.23,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-07022,AccessDeniedException,5,4
2025-09-08 05:48:00+00:00,94.170.100.151,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06568,AccessDeniedException,5,5
2025-09-08 06:10:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-00058,AccessDeniedException,6,4
2025-09-08 06:32:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-02462,AccessDeniedException,6,4
2025-09-08 07:11:00+00:00,146.238.143.18,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-03442,AccessDeniedException,7,2
2025-09-08 07:20:00+00:00,209.88.32.87,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-09359,AccessDeniedException,7,3
2025-09-08 07:23:00+00:00,89.2.178.25,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-04825,AccessDeniedException,7,4
2025-09-08 07:33:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-08245,AccessDeniedException,7,4
2025-09-08 08:07:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06695,,8,1
2025-09-08 08:12:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-04467,,8,2
2025-09-08 08:20:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06244,,8,3
2025-09-08 08:30:00+00:00,196.34.122.146,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-09412,AccessDeniedException,8,2
2025-09-08 08:57:00+00:00,166.89.76.221,arn:aws:iam::12345:user/unauthorized-user,Decrypt,key-06877,AccessDeniedException,8,2
2025-09-08 09:08:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-03326,,9,3
2025-09-08 09:11:00+00:00,55.222.161.199,arn:aws:iam::12345:assumed-role/ExternalPartnerRole,Decrypt,key-02324,AccessDeniedException,9,1
2025-09-08 09:13:00+00:00,202.98.8.94,arn:aws:iam::12345:role/specific-role,Decrypt,key-09411,,9,3
2025-09-08 09:21:00+00:00,128.137.104.213,arn:aws:iam::12345:role/specific-role,Decrypt,key-06607,,9,3
