key_id,creation_date,algorithm,is_hsm_backed,rotation_enabled,permission_policy,vulnerability_score
key-02031,48:52.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",17
key-02032,16:46.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",49
key-02033,32:44.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02034,00:42.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",67
key-02035,10:15.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",80
key-02036,52:26.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",32
key-02037,22:49.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",36
key-02038,27:43.2,3DES,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",53
key-02039,50:59.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",73
key-02040,51:13.2,3DES,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",79
key-02041,43:38.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",38
key-02042,38:44.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",67
key-02043,52:27.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",36
key-02044,28:56.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",12
key-02045,42:05.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02046,51:37.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",72
key-02047,57:42.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",58
key-02048,07:58.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",14
key-02049,33:56.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",15
key-02050,23:33.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02051,44:39.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",0
key-02052,31:40.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",32
key-02053,17:34.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",17
key-02054,42:29.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",25
key-02055,35:39.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",40
key-02056,34:09.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",36
key-02057,06:01.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",18
key-02058,26:14.2,3DES,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",70
key-02059,29:27.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",17
key-02060,59:53.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",0
key-02061,18:20.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",39
key-02062,38:49.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",33
key-02063,34:19.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",27
key-02064,01:14.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",50
key-02065,47:47.2,3DES,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",45
key-02066,22:08.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",74
key-02067,51:29.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",16
key-02068,20:00.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",21
key-02069,48:44.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",11
key-02070,37:42.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",64
key-02071,56:14.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",49
key-02072,26:58.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",33
key-02073,37:46.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",76
key-02074,16:40.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",69
key-02075,46:06.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",49
key-02076,30:36.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",50
key-02077,58:36.2,3DES,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",82
key-02078,19:21.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",64
key-02079,57:38.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",15
key-02080,10:46.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",57
key-02081,30:07.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",25
key-02082,59:55.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",38
key-02083,48:52.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02084,22:58.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",57
key-02085,38:35.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",90
key-02086,09:56.2,RSA_2048,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",43
key-02087,04:08.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",38
key-02088,57:31.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",21
key-02089,33:36.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02090,06:02.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02091,43:25.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",32
key-02092,29:31.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",38
key-02093,39:12.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",49
key-02094,45:09.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",17
key-02095,30:09.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",36
key-02096,56:52.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",67
key-02097,37:52.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",33
key-02098,13:35.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",50
key-02099,27:56.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",11
key-02100,48:47.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",64
key-02101,08:00.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",17
key-02102,19:00.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",47
key-02103,47:35.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",8
key-02104,57:11.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",79
key-02105,13:04.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",36
key-02106,29:43.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",0
key-02107,45:50.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",21
key-02108,51:09.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02109,32:20.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02110,16:03.2,RSA_2048,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",66
key-02111,04:04.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",22
key-02112,51:32.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",25
key-02113,23:40.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",30
key-02114,28:44.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02115,10:38.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",52
key-02116,31:35.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",80
key-02117,15:54.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",19
key-02118,14:19.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",8
key-02119,39:03.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",8
key-02120,28:25.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",41
key-02121,23:18.2,RSA_2048,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",62
key-02122,32:09.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",23
key-02123,03:33.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",25
key-02124,42:35.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",23
key-02125,51:50.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",50
key-02126,40:29.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",49
key-02127,16:33.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",100
key-02128,58:49.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",57
key-02129,23:49.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",46
key-02130,51:03.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",2
key-02131,01:25.2,RSA_2048,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",47
key-02132,48:04.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02133,30:19.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",77
key-02134,25:41.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",49
key-02135,20:48.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02136,08:14.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",91
key-02137,24:29.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",88
key-02138,01:37.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",83
key-02139,04:37.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02140,58:22.2,RSA_4096,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",8
key-02141,05:35.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",14
key-02142,15:36.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02143,04:47.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02144,21:51.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",20
key-02145,56:45.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",25
key-02146,53:16.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",52
key-02147,50:20.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02148,38:26.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02149,27:09.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",20
key-02150,21:17.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",62
key-02151,22:53.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",29
key-02152,54:47.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",29
key-02153,09:01.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",63
key-02154,48:47.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",18
key-02155,40:29.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",20
key-02156,00:45.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",77
key-02157,56:29.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",38
key-02158,13:58.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",10
key-02159,11:14.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",19
key-02160,51:52.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",22
key-02161,03:12.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",47
key-02162,04:25.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",16
key-02163,25:52.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",48
key-02164,35:22.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",50
key-02165,52:37.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",15
key-02166,46:55.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",51
key-02167,57:28.2,AES_256,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",23
key-02168,42:03.2,RSA_4096,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",87
key-02169,41:20.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",32
key-02170,57:35.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",15
key-02171,30:06.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",33
key-02172,00:22.2,RSA_4096,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02173,20:45.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",34
key-02174,17:31.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",48
key-02175,49:04.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",28
key-02176,33:07.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",11
key-02177,34:35.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",51
key-02178,37:41.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",27
key-02179,54:56.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",22
key-02180,55:15.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",9
key-02181,44:07.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",47
key-02182,48:03.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",39
key-02183,43:11.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02184,06:14.2,RSA_2048,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",52
key-02185,25:33.2,RSA_2048,FALSE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",79
key-02186,44:33.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",19
key-02187,52:52.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",24
key-02188,37:39.2,RSA_2048,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",54
key-02189,19:08.2,AES_256,FALSE,FALSE,"{""Principal"": {""AWS"": ""*""}, ""Action"": ""kms:*""}",78
key-02190,11:26.2,3DES,FALSE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",42
key-02191,39:14.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",55
key-02192,42:42.2,RSA_2048,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",56
key-02193,23:18.2,RSA_4096,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",35
key-02194,46:32.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",37
key-02195,29:01.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",22
key-02196,04:18.2,AES_256,TRUE,TRUE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",22
key-02197,29:12.2,AES_256,TRUE,FALSE,"{""Principal"": {""AWS"": ""arn:aws:iam::12345:role/specific-role""}, ""Action"": ""kms:Encrypt""}",33
